slug,cat,sub,judet,loc,tel,web,lat,lng,tip,nume,adr,maps,name,phone,website,address,category,city,county,rating,reviews,google_maps_url,judet_key
statii-radio-cb-botosani-botosani,Electrician,Electrician,Botoșani,Botoșani,+40 744 185 128,,,,firma,Stații Radio CB Botoșani,,,Stații Radio CB Botoșani,+40 744 185 128,,,Electrician,Botoșani,Botoșani,,,,botosani
steel-beton-expert-botosani,Materiale,Prefabricate beton,Botoșani,Botoșani,+40 753 449 905,,47.7407,26.6658,Producător,Steel Beton Expert,,,Steel Beton Expert,+40 753 449 905,,,Prefabricate beton,Botoșani,Botoșani,,,,botosani
steel-beton-group-botosani,Materiale,Prefabricate beton,Botoșani,Botoșani,+40 753 442 205,,47.7407,26.6658,Producător,Steel Beton Group,,,Steel Beton Group,+40 753 442 205,,,Prefabricate beton,Botoșani,Botoșani,,,,botosani
steel-construct-botosani,Materiale,Construcții metalice,Botoșani,Botoșani,+40 758 331 105,,47.7407,26.6658,Furnizor materiale,Steel Construct,,,Steel Construct,+40 758 331 105,,,Construcții metalice,Botoșani,Botoșani,,,,botosani
stefmann-bauer-srl-botosani,Materiale,Termopane,Botoșani,Botoșani,+40 757 421 972,https://www.stefmannbauer.ro/,,,Furnizor materiale,Stefmann Bauer SRL,,,Stefmann Bauer SRL,+40 757 421 972,https://www.stefmannbauer.ro/,,Termopane,Botoșani,Botoșani,,,,botosani
stone-decor-expert-botosani,Materiale,Piatră decorativă,Botoșani,Botoșani,+40 745 112 209,https://facebook.com/stonedecorexpertbotosani,47.7407,26.6658,Furnizor materiale,Stone Decor Expert,,,Stone Decor Expert,+40 745 112 209,https://facebook.com/stonedecorexpertbotosani,,Piatră decorativă,Botoșani,Botoșani,,,,botosani
stone-decor-premium-botosani,Materiale,Piatră decorativă,Botoșani,Botoșani,+40 745 112 285,https://facebook.com/stonedecorpremiumbotosani,47.7407,26.6658,Furnizor materiale,Stone Decor Premium,,,Stone Decor Premium,+40 745 112 285,https://facebook.com/stonedecorpremiumbotosani,,Piatră decorativă,Botoșani,Botoșani,,,,botosani
strongpipe-construct-srl-botosani,Instalator,Instalator,Botoșani,Botoșani,+40 741 748 068,,,,firma,StrongPipe Construct SRL,,,StrongPipe Construct SRL,+40 741 748 068,,,Instalator,Botoșani,Botoșani,,,,botosani
structural-engineering-development-s-r-l-botosani,Constructor de locuințe,Constructor de locuințe,Botoșani,Botoșani,+40 757 190 660,https://structure-ing.ro/,,,firma,Structural Engineering Development S.R.L.,,,Structural Engineering Development S.R.L.,+40 757 190 660,https://structure-ing.ro/,,Constructor de locuințe,Botoșani,Botoșani,,,,botosani
tati-s-a-botosani,firma,Construcții,Botoșani,Botoșani,+40 231 513 839,,,,firma,TATI S.A.,,,TATI S.A.,+40 231 513 839,,,Construcții,Botoșani,Botoșani,,,,botosani
tehno-instal-nord-s-r-l-botosani,Arhitect,Arhitect,Botoșani,Botoșani,+40 728 984 158,http://www.tehnoinstalnord.ro/contact.html,,,firma,TEHNO INSTAL NORD S.R.L.,,,TEHNO INSTAL NORD S.R.L.,+40 728 984 158,http://www.tehnoinstalnord.ro/contact.html,,Arhitect,Botoșani,Botoșani,,,,botosani
termopane-mihai-term-s-r-l-botosani,Magazin de ferestre din PVC,Magazin de ferestre din PVC,Botoșani,Botoșani,+40 744 626 177,http://www.mihaiterm.ro/,,,firma,TERMOPANE - MIHAI-TERM S.R.L.,,,TERMOPANE - MIHAI-TERM S.R.L.,+40 744 626 177,http://www.mihaiterm.ro/,,Magazin de ferestre din PVC,Botoșani,Botoșani,,,,botosani
topo-nord-est-srl-botosani,Companie de topografie,Companie de topografie,Botoșani,Botoșani,+40 740 154 966,,,,firma,TOPO NORD EST SRL,,,TOPO NORD EST SRL,+40 740 154 966,,,Companie de topografie,Botoșani,Botoșani,,,,botosani
topomar-botosani,Topograf,Topograf,Botoșani,Botoșani,+40 231 515 784,https://www.topomar.ro/,,,firma,TOPOMAR,,,TOPOMAR,+40 231 515 784,https://www.topomar.ro/,,Topograf,Botoșani,Botoșani,,,,botosani
tamplaria-marcan-mobila-la-comanda-botosani,Tâmplar,Tâmplar,Botoșani,Botoșani,+40 740 861 039,https://www.facebook.com/TamplariaMarcan/about?locale=ro_RO,,,firma,Tamplaria Marcan - Mobila la Comanda,,,Tamplaria Marcan - Mobila la Comanda,+40 740 861 039,https://www.facebook.com/TamplariaMarcan/about?locale=ro_RO,,Tâmplar,Botoșani,Botoșani,,,,botosani
tehnica-instalatiilor-amf-srl-nan,Electrician,Electrician,Botoșani,Botoșani,+40 739 969 209,https://tehnicainstalatiilor.com/,,,firma,Tehnica Instalatiilor AMF SRL,,,Tehnica Instalatiilor AMF SRL,+40 739 969 209,https://tehnicainstalatiilor.com/,,Electrician,Botoșani,Botoșani,,,,botosani
tehnites-srl-botosani,Instalator,Instalator,Botoșani,Botoșani,+40 743 011 899,,,,firma,Tehnites SRL,,,Tehnites SRL,+40 743 011 899,,,Instalator,Botoșani,Botoșani,,,,botosani
tenis-cornisa-botosani,Teren de tenis,Teren de tenis,Botoșani,Botoșani,+40 799 213 749,https://cornisaparc.ro/terenuri-sport/,,,firma,Tenis Cornisa,,,Tenis Cornisa,+40 799 213 749,https://cornisaparc.ro/terenuri-sport/,,Teren de tenis,Botoșani,Botoșani,,,,botosani
termo-expert-botosani-botosani,Producător,Producător,Botoșani,Botoșani,+40 740 627 160,http://www.termo-expert.ro/,,,firma,Termo Expert Botosani,,,Termo Expert Botosani,+40 740 627 160,http://www.termo-expert.ro/,,Producător,Botoșani,Botoșani,,,,botosani
termo-pvc-expert-botosani,Materiale,PVC Aluminiu,Botoșani,Botoșani,+40 752 111 105,https://facebook.com/termopvcexpertbotosani,47.7407,26.6658,Furnizor materiale,Termo PVC Expert,,,Termo PVC Expert,+40 752 111 105,https://facebook.com/termopvcexpertbotosani,,PVC Aluminiu,Botoșani,Botoșani,,,,botosani
termo-pvc-expert-botosani-2,Materiale,PVC Aluminiu,Botoșani,Botoșani,+40 752 111 106,,,,Furnizor materiale,Termo PVC Expert BT 2,,,Termo PVC Expert BT 2,+40 752 111 106,,,PVC Aluminiu,Botoșani,Botoșani,,,,botosani
termopane-botosani,Producător de ferestre pvc,Producător de ferestre pvc,Botoșani,Botoșani,+40 728 937 836,,,,firma,Termopane,,,Termopane,+40 728 937 836,,,Producător de ferestre pvc,Botoșani,Botoșani,,,,botosani
termopane-botosani-showroom-triplu-comfort-botosani,Magazin de ferestre din PVC,Magazin de ferestre din PVC,Botoșani,Botoșani,+40 743 447 766,https://termopanetriplucomfort.ro/,,,firma,Termopane Botosani - Showroom Triplu Comfort,,,Termopane Botosani - Showroom Triplu Comfort,+40 743 447 766,https://termopanetriplucomfort.ro/,,Magazin de ferestre din PVC,Botoșani,Botoșani,,,,botosani
termoplast-botosani,Furnizor de ferestre,Furnizor de ferestre,Botoșani,Botoșani,+40 745 358 945,https://termoplast.ro/,,,firma,Termoplast,,,Termoplast,+40 745 358 945,https://termoplast.ro/,,Furnizor de ferestre,Botoșani,Botoșani,,,,botosani
terra-constructii-botosani,Contractant de lucrări de execuție și montaj de scări,Contractant de lucrări de execuție și montaj de scări,Botoșani,Botoșani,+40 231 544 229,https://www.terraconstruct.ro/,,,firma,Terra Construcții,,,Terra Construcții,+40 231 544 229,https://www.terraconstruct.ro/,,Contractant de lucrări de execuție și montaj de scări,Botoșani,Botoșani,,,,botosani
terra-tel-cadastru-botosani,Oficiul de servicii de cadastru,Oficiul de servicii de cadastru,Botoșani,Botoșani,+40 741 196 631,,,,firma,Terra Tel Cadastru,,,Terra Tel Cadastru,+40 741 196 631,,,Oficiul de servicii de cadastru,Botoșani,Botoșani,,,,botosani
top-cad-moldova-botosani,Oficiul de servicii de cadastru,Oficiul de servicii de cadastru,Botoșani,Botoșani,+40 753 498 831,,,,firma,Top Cad Moldova,,,Top Cad Moldova,+40 753 498 831,,,Oficiul de servicii de cadastru,Botoșani,Botoșani,,,,botosani
topocond-cadastru-botosani,Topograf,Topograf,Botoșani,Botoșani,+40 754 827 623,,,,firma,Topocond Cadastru,,,Topocond Cadastru,+40 754 827 623,,,Topograf,Botoșani,Botoșani,,,,botosani
transport-beton-expert-botosani,Servicii,Transport beton,Botoșani,Botoșani,+40 742 113 305,,47.7407,26.6658,Utilaje și transport,Transport Beton Expert,,,Transport Beton Expert,+40 742 113 305,,,Transport beton,Botoșani,Botoșani,,,,botosani
try-grup-betoane-nan,Furnizor de mixturi prefabricate pentru betonare,Furnizor de mixturi prefabricate pentru betonare,Botoșani,Botoșani,+40 745 104 040,https://trygrup.ro/,,,firma,Try Grup Betoane,,,Try Grup Betoane,+40 745 104 040,https://trygrup.ro/,,Furnizor de mixturi prefabricate pentru betonare,Botoșani,Botoșani,,,,botosani
urbantec-botosani,Furnizor de uși de garaj,Furnizor de uși de garaj,Botoșani,Botoșani,+40 785 551 966,https://www.urbantec.ro/,,,firma,URBANTEC,,,URBANTEC,+40 785 551 966,https://www.urbantec.ro/,,Furnizor de uși de garaj,Botoșani,Botoșani,,,,botosani
urban-serv-botosani,Servicii publice,Servicii publice,Botoșani,Botoșani,+40 231 517 912,http://www.urbanserv.ro/,,,firma,Urban Serv,,,Urban Serv,+40 231 517 912,http://www.urbanserv.ro/,,Servicii publice,Botoșani,Botoșani,,,,botosani
utilaje-construct-team-botosani,Servicii,Închirieri utilaje,Botoșani,Botoșani,+40 756 119 905,https://facebook.com/utilajeconstructteambotosani,47.7407,26.6658,Utilaje și transport,Utilaje Construct Team,,,Utilaje Construct Team,+40 756 119 905,https://facebook.com/utilajeconstructteambotosani,,Închirieri utilaje,Botoșani,Botoșani,,,,botosani
utilaje-team-expert-botosani,Servicii,Utilaje construcții,Botoșani,Botoșani,+40 756 331 195,,47.7407,26.6658,Utilaje și transport,Utilaje Team Expert,,,Utilaje Team Expert,+40 756 331 195,,,Utilaje construcții,Botoșani,Botoșani,,,,botosani
vidama-srl-botosani,Servicii de reparații aparatură electrocasnică,Servicii de reparații aparatură electrocasnică,Botoșani,Botoșani,+40 331 101 028,http://vidama.ro/,,,firma,Vidama SRL,,,Vidama SRL,+40 331 101 028,http://vidama.ro/,,Servicii de reparații aparatură electrocasnică,Botoșani,Botoșani,,,,botosani
vidanjare-botosani-eco-green-botosani,Servicii de curățenie,Servicii de curățenie,Botoșani,Botoșani,+40 734 296 113,https://www.vidanjarebotosani.ro/,,,firma,Vidanjare Botosani - Eco Green,,,Vidanjare Botosani - Eco Green,+40 734 296 113,https://www.vidanjarebotosani.ro/,,Servicii de curățenie,Botoșani,Botoșani,,,,botosani
vidanjare-botosani-radu-mihaela-botosani,Servicii de curățenie,Servicii de curățenie,Botoșani,Botoșani,+40 755 628 810,https://www.vidanjare-botosani.ro/,,,firma,Vidanjare Botosani - Radu Mihaela,,,Vidanjare Botosani - Radu Mihaela,+40 755 628 810,https://www.vidanjare-botosani.ro/,,Servicii de curățenie,Botoșani,Botoșani,,,,botosani
videoled-smart-security-srl-botosani,Magazin,Magazin,Botoșani,Botoșani,+40 745 508 714,http://www.videoled.ro/,,,firma,Videoled Smart Security SRL,,,Videoled Smart Security SRL,+40 745 508 714,http://www.videoled.ro/,,Magazin,Botoșani,Botoșani,,,,botosani
zt2zt-nan,Electrician,Electrician,Botoșani,Botoșani,+40 787 662 895,,,,firma,ZT2ZT,,,ZT2ZT,+40 787 662 895,,,Electrician,Botoșani,Botoșani,,,,botosani
zenluft-botosani,Magazin cu sisteme de aer condiționat,Magazin cu sisteme de aer condiționat,Botoșani,Botoșani,+40 743 045 557,https://zenluft.ro/,,,firma,ZenLuft,,,ZenLuft,+40 743 045 557,https://zenluft.ro/,,Magazin cu sisteme de aer condiționat,Botoșani,Botoșani,,,,botosani
cadastrubotosani-botosani,Inspector,Inspector,Botoșani,Botoșani,+40 745 324 813,http://www.cadastrubotosani.ro/contact.html,,,firma,cadastrubotosani,,,cadastrubotosani,+40 745 324 813,http://www.cadastrubotosani.ro/contact.html,,Inspector,Botoșani,Botoșani,,,,botosani
paul-clima-hvac-srl-nan,Contractant de lucrări de aparate de aer condiționat,Contractant de lucrări de aparate de aer condiționat,Botoșani,Botoșani,+40 747 156 208,https://www.iclima.ro/,,,firma,paul clima hvac srl,,,paul clima hvac srl,+40 747 156 208,https://www.iclima.ro/,,Contractant de lucrări de aparate de aer condiționat,Botoșani,Botoșani,,,,botosani
tencuieli-perdele-vopsele-anvi-distribution-s-r-l-botosani,Magazin de materiale de construcții,Magazin de materiale de construcții,Botoșani,Botoșani,+40 739 302 392,http://www.anvi.ro/,,,firma,"tencuieli , perdele , vopsele - ANVI DISTRIBUTION S.R.L.",,,"tencuieli , perdele , vopsele - ANVI DISTRIBUTION S.R.L.",+40 739 302 392,http://www.anvi.ro/,,Magazin de materiale de construcții,Botoșani,Botoșani,,,,botosani
tenfin-botosani,Magazin de materiale de construcții,Magazin de materiale de construcții,Botoșani,Botoșani,+40 741 015 705,https://www.facebook.com/TenfinBotosani,,,firma,tenfin,,,tenfin,+40 741 015 705,https://www.facebook.com/TenfinBotosani,,Magazin de materiale de construcții,Botoșani,Botoșani,,,,botosani
fs-services-group-srl-brehuiesti,Magazin cu articole pentru piscine,Magazin cu articole pentru piscine,Botoșani,Brehuieşti,+40 334 880 100,https://metodoblu.ro/,,,firma,FS SERVICES GROUP SRL,,,FS SERVICES GROUP SRL,+40 334 880 100,https://metodoblu.ro/,,Magazin cu articole pentru piscine,Brehuieşti,Botoșani,,,,botosani
eurodrill-foraje-puturi-apa-baiceni,Contractant de lucrări de foraj,Contractant de lucrări de foraj,Botoșani,Băiceni,+40 742 267 091,https://www.eurodrillforaje.ro/,,,firma,Eurodrill FORAJE Puţuri apă,,,Eurodrill FORAJE Puţuri apă,+40 742 267 091,https://www.eurodrillforaje.ro/,,Contractant de lucrări de foraj,Băiceni,Botoșani,,,,botosani
meseriasi-amenajari-interioare-si-exterioare-i-i-mmatei-i-m-cervicesti,Zidar,Zidar,Botoșani,Cervicești,+40 740 872 626,,,,firma,Meseriasi amenajari interioare si exterioare I.I.MMatei I.M.,,,Meseriasi amenajari interioare si exterioare I.I.MMatei I.M.,+40 740 872 626,,,Zidar,Cervicești,Botoșani,,,,botosani
sanic-foraje-comuna-nicseni,Contractant de lucrări de foraj,Contractant de lucrări de foraj,Botoșani,Comuna Nicșeni,+40 751 929 500,https://sanicforaje.ro/,,,firma,SANIC Foraje,,,SANIC Foraje,+40 751 929 500,https://sanicforaje.ro/,,Contractant de lucrări de foraj,Comuna Nicșeni,Botoșani,,,,botosani
lemne-de-foc-botosani-depozit-lemne-copalau-by-promig-copalau,Magazin cu lemn de sobă,Magazin cu lemn de sobă,Botoșani,Copălău,+40 757 907 755,https://www.facebook.com/profile.php?id=61551470997117,,,firma,LEMNE DE FOC BOTOSANI - DEPOZIT LEMNE COPĂLĂU by PROMIG,,,LEMNE DE FOC BOTOSANI - DEPOZIT LEMNE COPĂLĂU by PROMIG,+40 757 907 755,https://www.facebook.com/profile.php?id=61551470997117,,Magazin cu lemn de sobă,Copălău,Botoșani,,,,botosani
balastiera-vulturi-corni-corni,Materiale,Agregate balast nisip,Botoșani,Corni,+40 769 389 408,,,,Furnizor materiale,Balastiera Vulturi Corni,,,Balastiera Vulturi Corni,+40 769 389 408,,,Agregate balast nisip,Corni,Botoșani,,,,botosani
depozit-corni-corni,Magazin de materiale de construcții,Magazin de materiale de construcții,Botoșani,Corni,+40 742 462 255,,,,firma,Depozit Corni,,,Depozit Corni,+40 742 462 255,,,Magazin de materiale de construcții,Corni,Botoșani,,,,botosani
top-prelucrare-lemn-costiugeni,Executant și instalator de ferestre de mansardă,Executant și instalator de ferestre de mansardă,Botoșani,Coștiugeni,+40 757 247 689,http://www.topprelucrarelemn.ro/,,,firma,Top prelucrare lemn,,,Top prelucrare lemn,+40 757 247 689,http://www.topprelucrarelemn.ro/,,Executant și instalator de ferestre de mansardă,Coștiugeni,Botoșani,,,,botosani
peti-mihai-construct-srl-cucuteni,Constructor de locuințe,Constructor de locuințe,Botoșani,Cucuteni,+40 744 858 241,,,,firma,Peti Mihai Construct SRL,,,Peti Mihai Construct SRL,+40 744 858 241,,,Constructor de locuințe,Cucuteni,Botoșani,,,,botosani
inchirieri-utilaje-si-scule-la-cristi-curtesti,Servicii,Inchirieri utilaje,Botoșani,Curtești,+40 746 997 727,,,,Utilaje și transport,Inchirieri Utilaje si Scule La Cristi,,,Inchirieri Utilaje si Scule La Cristi,+40 746 997 727,,,Inchirieri utilaje,Curtești,Botoșani,,,,botosani
okna-rai-curtesti,Magazin second-hand,Magazin second-hand,Botoșani,Curtești,+40 742 773 904,http://botosani.info.ro/2013/04/04/mobila-second-hand-botosani/,,,firma,Okna Rai,,,Okna Rai,+40 742 773 904,http://botosani.info.ro/2013/04/04/mobila-second-hand-botosani/,,Magazin second-hand,Curtești,Botoșani,,,,botosani
piatra-chis-curtesti,Materiale,Piatră decorativa,Botoșani,Curtești,+40 755 079 869,,,,Furnizor materiale,Piatra Chis,,,Piatra Chis,+40 755 079 869,,,Piatră decorativa,Curtești,Botoșani,,,,botosani
piscina-deea-curtesti,Piscină exterioară,Piscină exterioară,Botoșani,Curtești,+40 740 089 606,https://www.facebook.com/p/Piscina-DEEA-100083091708901/,,,firma,Piscina DEEA,,,Piscina DEEA,+40 740 089 606,https://www.facebook.com/p/Piscina-DEEA-100083091708901/,,Piscină exterioară,Curtești,Botoșani,,,,botosani
cons-expertiza-pro-catamaresti-deal,Companie de construcții,Companie de construcții,Botoșani,Cătămărești-Deal,+40 745 361 491,https://cepbt.ro/,,,firma,CONS EXPERTIZA PRO,,,CONS EXPERTIZA PRO,+40 745 361 491,https://cepbt.ro/,,Companie de construcții,Cătămărești-Deal,Botoșani,,,,botosani
catamarasti-deal-catamaresti-deal,Oficiu poștal,Oficiu poștal,Botoșani,Cătămărești-Deal,+40 746 271 858,https://catamarastideal.framer.website/,,,firma,Catamarasti deal,,,Catamarasti deal,+40 746 271 858,https://catamarastideal.framer.website/,,Oficiu poștal,Cătămărești-Deal,Botoșani,,,,botosani
devolt-panouri-solare-fotovoltaice-pompe-de-caldura-catamaresti-deal,Echipamente și soluții energetice,Echipamente și soluții energetice,Botoșani,Cătămărești-Deal,+40 747 874 066,https://www.devolt.ro/,,,firma,"DeVolt - Panouri Solare, Fotovoltaice, Pompe de Caldura",,,"DeVolt - Panouri Solare, Fotovoltaice, Pompe de Caldura",+40 747 874 066,https://www.devolt.ro/,,Echipamente și soluții energetice,Cătămărești-Deal,Botoșani,,,,botosani
electric-power-botosani-catamaresti-deal,Serviciu de instalare electrică,Serviciu de instalare electrică,Botoșani,Cătămărești-Deal,+40 730 112 568,,,,firma,ELECTRIC POWER BOTOȘANI,,,ELECTRIC POWER BOTOȘANI,+40 730 112 568,,,Serviciu de instalare electrică,Cătămărești-Deal,Botoșani,,,,botosani
elsaco-power-catamaresti-deal,Echipamente și soluții energetice,Echipamente și soluții energetice,Botoșani,Cătămărești-Deal,+40 231 535 240,http://www.elsacopower.ro/,,,firma,Elsaco Power,,,Elsaco Power,+40 231 535 240,http://www.elsacopower.ro/,,Echipamente și soluții energetice,Cătămărești-Deal,Botoșani,,,,botosani
lira-inst-catamaresti-deal,Magazin de prelucrare a metalelor,Magazin de prelucrare a metalelor,Botoșani,Cătămărești-Deal,+40 231 513 189,,,,firma,Lira Inst,,,Lira Inst,+40 231 513 189,,,Magazin de prelucrare a metalelor,Cătămărești-Deal,Botoșani,,,,botosani
meseriasul-catamarasti-catamaresti-deal,Magazin de materiale de construcții,Magazin de materiale de construcții,Botoșani,Cătămărești-Deal,+40 757 570 732,https://www.magazin-meseriasul.ro/,,,firma,MESERIASUL CATAMARASTI,,,MESERIASUL CATAMARASTI,+40 757 570 732,https://www.magazin-meseriasul.ro/,,Magazin de materiale de construcții,Cătămărești-Deal,Botoșani,,,,botosani
onisim-energye-verde-srl-catamaresti-deal,Electrician,Electrician,Botoșani,Cătămărești-Deal,+40 749 319 036,http://www.onisim-energy.ro/,,,firma,ONISIM ENERGYE VERDE SRL,,,ONISIM ENERGYE VERDE SRL,+40 749 319 036,http://www.onisim-energy.ro/,,Electrician,Cătămărești-Deal,Botoșani,,,,botosani
piscina-imperia-botosani-catamaresti-deal,Piscină,Piscină,Botoșani,Cătămărești-Deal,+40 740 838 894,,,,firma,Piscina Imperia Botosani,,,Piscina Imperia Botosani,+40 740 838 894,,,Piscină,Cătămărești-Deal,Botoșani,,,,botosani
professional-security-engineering-electronics-srl-catamaresti-deal,Furnizor de sisteme de securitate,Furnizor de sisteme de securitate,Botoșani,Cătămărești-Deal,+40 755 295 287,,,,firma,Professional Security Engineering & Electronics SRL,,,Professional Security Engineering & Electronics SRL,+40 755 295 287,,,Furnizor de sisteme de securitate,Cătămărești-Deal,Botoșani,,,,botosani
smart-rem-tehnic-srl-catamaresti-deal,Serviciu de reparaţii,Serviciu de reparaţii,Botoșani,Cătămărești-Deal,+40 741 736 185,http://www.smartremtehnic.srl/,,,firma,SMART REM TEHNIC SRL,,,SMART REM TEHNIC SRL,+40 741 736 185,http://www.smartremtehnic.srl/,,Serviciu de reparaţii,Cătămărești-Deal,Botoșani,,,,botosani
termopane-botosani-bmn-catamaresti-deal,Producător de ferestre pvc,Producător de ferestre pvc,Botoșani,Cătămărești-Deal,+40 758 342 123,https://fereastrabmn.ro/,,,firma,Termopane Botosani BMN,,,Termopane Botosani BMN,+40 758 342 123,https://fereastrabmn.ro/,,Producător de ferestre pvc,Cătămărești-Deal,Botoșani,,,,botosani
fier-forjat-tamplarie-pvc-darabani-darabani,Fierar,Fierar,Botoșani,Darabani,+40 747 542 629,http://www.fierforjatdarabani.ro/,,,firma,Fier forjat & Tâmplărie PVC Darabani,,,Fier forjat & Tâmplărie PVC Darabani,+40 747 542 629,http://www.fierforjatdarabani.ro/,,Fierar,Darabani,Botoșani,,,,botosani
tamplarie-pvc-aurel-dealu-mare,Tâmplar,Tâmplar,Botoșani,Dealu Mare,+40 746 817 895,https://designaurtherm.ro/,,,firma,Tamplarie Pvc Aurel,,,Tamplarie Pvc Aurel,+40 746 817 895,https://designaurtherm.ro/,,Tâmplar,Dealu Mare,Botoșani,,,,botosani
acoperis-premium-dorohoi,Servicii,Acoperișuri,Botoșani,Dorohoi,+40 749 331 105,https://facebook.com/acoperispremiumbotosani,47.9567,26.3964,Servicii construcții,Acoperiș Premium,,,Acoperiș Premium,+40 749 331 105,https://facebook.com/acoperispremiumbotosani,,Acoperișuri,Dorohoi,Botoșani,,,,botosani
acoperis-premium-dorohoi-2,Materiale,Acoperișuri,Botoșani,Dorohoi,+40 749 331 106,,,,Furnizor materiale,Acoperiș Premium DH 2,,,Acoperiș Premium DH 2,+40 749 331 106,,,Acoperișuri,Dorohoi,Botoșani,,,,botosani
acoperis-premium-team-dorohoi,Servicii,Acoperișuri,Botoșani,Dorohoi,+40 749 339 905,https://facebook.com/acoperispremiumteambotosani,47.9567,26.3964,Servicii construcții,Acoperiș Premium Team,,,Acoperiș Premium Team,+40 749 339 905,https://facebook.com/acoperispremiumteambotosani,,Acoperișuri,Dorohoi,Botoșani,,,,botosani
acoperis-team-dorohoi,Servicii,Acoperișuri,Botoșani,Dorohoi,+40 742 885 505,https://facebook.com/acoperisteambotosani,47.9567,26.3964,Servicii construcții,Acoperiș Team,,,Acoperiș Team,+40 742 885 505,https://facebook.com/acoperisteambotosani,,Acoperișuri,Dorohoi,Botoșani,,,,botosani
agregate-expert-botosani-dorohoi,Materiale,Agregate,Botoșani,Dorohoi,+40 747 226 635,,47.9567,26.3964,Furnizor materiale,Agregate Expert Botoșani,,,Agregate Expert Botoșani,+40 747 226 635,,,Agregate,Dorohoi,Botoșani,,,,botosani
agregate-mold-expert-dorohoi,Materiale,Balast și nisip,Botoșani,Dorohoi,+40 751 229 905,,47.9567,26.3964,Furnizor materiale,Agregate Mold Expert,,,Agregate Mold Expert,+40 751 229 905,,,Balast și nisip,Dorohoi,Botoșani,,,,botosani
build-construct-team-dorohoi,Servicii,Construcții civile,Botoșani,Dorohoi,+40 754 001 185,https://facebook.com/buildconstructteambotosani,47.9567,26.3964,Servicii construcții,Build Construct Team,,,Build Construct Team,+40 754 001 185,https://facebook.com/buildconstructteambotosani,,Construcții civile,Dorohoi,Botoșani,,,,botosani
build-expert-premium-dorohoi,Servicii,Construcții și renovări,Botoșani,Dorohoi,+40 743 559 905,https://facebook.com/buildexpertpremiumbotosani,47.9567,26.3964,Servicii construcții,Build Expert Premium,,,Build Expert Premium,+40 743 559 905,https://facebook.com/buildexpertpremiumbotosani,,Construcții și renovări,Dorohoi,Botoșani,,,,botosani
build-expert-team-dorohoi,Servicii,Construcții case,Botoșani,Dorohoi,+40 746 335 505,https://facebook.com/buildexpertteambotosani,47.9567,26.3964,Servicii construcții,Build Expert Team,,,Build Expert Team,+40 746 335 505,https://facebook.com/buildexpertteambotosani,,Construcții case,Dorohoi,Botoșani,,,,botosani
build-house-expert-dorohoi,Servicii,Construcții case,Botoșani,Dorohoi,+40 757 228 805,https://facebook.com/buildhouseexpertbotosani,47.9567,26.3964,Servicii construcții,Build House Expert,,,Build House Expert,+40 757 228 805,https://facebook.com/buildhouseexpertbotosani,,Construcții case,Dorohoi,Botoșani,,,,botosani
construct-expert-premium-dorohoi,Servicii,Finisaje,Botoșani,Dorohoi,+40 746 229 905,https://facebook.com/constructexpertpremiumbotosani,47.9567,26.3964,Servicii construcții,Construct Expert Premium,,,Construct Expert Premium,+40 746 229 905,https://facebook.com/constructexpertpremiumbotosani,,Finisaje,Dorohoi,Botoșani,,,,botosani
construct-instal-team-dorohoi,Servicii,Instalații,Botoșani,Dorohoi,+40 747 442 285,https://facebook.com/constructinstalteambotosani,47.9567,26.3964,Servicii construcții,Construct Instal Team,,,Construct Instal Team,+40 747 442 285,https://facebook.com/constructinstalteambotosani,,Instalații,Dorohoi,Botoșani,,,,botosani
construct-logistic-team-dorohoi,Servicii,Transport materiale,Botoșani,Dorohoi,+40 751 447 705,,47.9567,26.3964,Utilaje și transport,Construct Logistic Team,,,Construct Logistic Team,+40 751 447 705,,,Transport materiale,Dorohoi,Botoșani,,,,botosani
construct-metal-expert-dorohoi,Materiale,Construcții metalice,Botoșani,Dorohoi,+40 749 222 205,,47.9567,26.3964,Furnizor materiale,Construct Metal Expert,,,Construct Metal Expert,+40 749 222 205,,,Construcții metalice,Dorohoi,Botoșani,,,,botosani
construct-vision-premium-dorohoi,Servicii,Construcții generale,Botoșani,Dorohoi,+40 749 112 205,https://facebook.com/constructvisionpremiumbotosani,47.9567,26.3964,Servicii construcții,Construct Vision Premium,,,Construct Vision Premium,+40 749 112 205,https://facebook.com/constructvisionpremiumbotosani,,Construcții generale,Dorohoi,Botoșani,,,,botosani
eco-roof-expert-dorohoi,Materiale,Acoperișuri metalice,Botoșani,Dorohoi,+40 758 225 505,https://facebook.com/ecoroofexpertbotosani,47.9567,26.3964,Furnizor materiale,Eco Roof Expert,,,Eco Roof Expert,+40 758 225 505,https://facebook.com/ecoroofexpertbotosani,,Acoperișuri metalice,Dorohoi,Botoșani,,,,botosani
excavator-expert-dorohoi,Servicii,Excavații,Botoșani,Dorohoi,+40 759 001 105,https://facebook.com/excavatorexpertbotosani,47.9567,26.3964,Utilaje și transport,Excavator Expert,,,Excavator Expert,+40 759 001 105,https://facebook.com/excavatorexpertbotosani,,Excavații,Dorohoi,Botoșani,,,,botosani
